Timestamp,Root_P_x,Root_P_y,Root_P_z,Root_Q_x,Root_Q_y,Root_Q_z,Root_Q_w,LeftShoulder_P_x,LeftShoulder_P_y,LeftShoulder_P_z,LeftShoulder_Q_x,LeftShoulder_Q_y,LeftShoulder_Q_z,LeftShoulder_Q_w,LeftArm_P_x,LeftArm_P_y,LeftArm_P_z,LeftArm_Q_x,LeftArm_Q_y,LeftArm_Q_z,LeftArm_Q_w,LeftForeArm_P_x,LeftForeArm_P_y,LeftForeArm_P_z,LeftForeArm_Q_x,LeftForeArm_Q_y,LeftForeArm_Q_z,LeftForeArm_Q_w,LeftHand_P_x,LeftHand_P_y,LeftHand_P_z,LeftHand_Q_x,LeftHand_Q_y,LeftHand_Q_z,LeftHand_Q_w,Head_P_x,Head_P_y,Head_P_z,Head_Q_x,Head_Q_y,Head_Q_z,Head_Q_w,RightShoulder_P_x,RightShoulder_P_y,RightShoulder_P_z,RightShoulder_Q_x,RightShoulder_Q_y,RightShoulder_Q_z,RightShoulder_Q_w,RightArm_P_x,RightArm_P_y,RightArm_P_z,RightArm_Q_x,RightArm_Q_y,RightArm_Q_z,RightArm_Q_w,RightForeArm_P_x,RightForeArm_P_y,RightForeArm_P_z,RightForeArm_Q_x,RightForeArm_Q_y,RightForeArm_Q_z,RightForeArm_Q_w,RightHand_P_x,RightHand_P_y,RightHand_P_z,RightHand_Q_x,RightHand_Q_y,RightHand_Q_z,RightHand_Q_w
11340,0,0,0,6.66E-08,0,0,1,-0.4279121,1.395131,-0.03995858,-0.2117399,0.09622394,0.7099602,-0.6647285,-0.5320393,1.406402,-0.08816809,0.1203327,0.5611014,-0.02865074,0.8184526,-0.578433,1.159205,-0.1301967,-0.2960788,0.5098334,-0.2066136,0.7808447,-0.5841637,0.9551592,0.05556744,-0.05373072,0.1417692,-0.2579257,0.9541957,-0.362538,1.578621,-0.01234263,0.007061254,-0.02383046,0.996455,-0.08037376,-0.288751,1.389603,-0.03386885,0.08023865,-0.02072924,0.7308161,0.6775249,-0.1741888,1.398949,-0.04291145,-0.000569797,-0.583784,0.1295872,0.8015007,-0.1213881,1.152513,-0.004096325,-0.4474047,-0.2633113,0.5650312,0.6412771,0.01359463,1.163239,0.2364043,-0.5204561,-0.07459645,0.4027416,0.7492396
11350.01,0,0,0,6.66E-08,0,0,1,-0.4293873,1.396716,-0.04159571,-0.2148124,0.09807509,0.7082206,-0.6653278,-0.5331858,1.40772,-0.09056958,0.1067685,0.5404286,-0.03456755,0.8338723,-0.5773138,1.159143,-0.1264473,-0.3090854,0.4807371,-0.2211321,0.7902272,-0.5917515,0.9628696,0.06705829,-0.06415915,0.0906163,-0.2591681,0.9594296,-0.3639821,1.580267,-0.01429392,0.008116566,-0.02283197,0.9965194,-0.0797646,-0.2902625,1.391141,-0.03476577,0.07222339,-0.02084182,0.7333052,0.6757316,-0.1756511,1.401046,-0.0424953,-0.001723667,-0.5919824,0.1406324,0.7935845,-0.119254,1.156134,0.000661006,-0.4659325,-0.2716191,0.5762185,0.6140869,0.006210655,1.183248,0.2449955,-0.5649078,-0.07934631,0.3828044,0.7266669
11360.02,0,0,0,6.66E-08,0,0,1,-0.431754,1.397973,-0.04353754,-0.2178532,0.1004499,0.7062473,-0.6660818,-0.5351844,1.408637,-0.09335796,0.09196785,0.5192748,-0.040926,0.8486584,-0.5772537,1.158804,-0.1223239,-0.323872,0.451611,-0.2362911,0.7970706,-0.6004795,0.9715252,0.07907878,-0.07827712,0.04084535,-0.2614004,0.9611841,-0.3668147,1.581784,-0.0161986,0.009069677,-0.02215722,0.996567,-0.07925246,-0.2926844,1.392782,-0.03540325,0.06502721,-0.02023217,0.7342972,0.6754036,-0.1780178,1.402795,-0.04210501,-0.001510812,-0.60098,0.1516753,0.7847392,-0.1177783,1.159528,0.004988311,-0.4835394,-0.2822936,0.5858272,0.5859237,-0.003652781,1.202034,0.2526666,-0.6030863,-0.08607811,0.3651342,0.7039564
11370,0,0,0,6.66E-08,0,0,1,-0.4329014,1.399384,-0.04524551,-0.2210686,0.1029519,0.7041724,-0.6668366,-0.5359338,1.409698,-0.09595647,0.07682255,0.4988434,-0.04785375,0.8619537,-0.5765146,1.158876,-0.1175521,-0.3408553,0.4228725,-0.2517282,0.8010179,-0.6082544,0.9819868,0.09192066,-0.09585073,-0.006067798,-0.2650871,0.9594294,-0.3679201,1.58322,-0.01811604,0.009909267,-0.02187463,0.9966009,-0.07880419,-0.2938873,1.394105,-0.03626376,0.05714718,-0.02034512,0.7351752,0.6751577,-0.1791608,1.404194,-0.04171174,0.000406773,-0.6107004,0.1629778,0.7749087,-0.1146253,1.16274,0.008888295,-0.5005519,-0.2947713,0.5936247,0.5569269,-0.01357818,1.219564,0.2593608,-0.6379584,-0.0932354,0.3479181,0.6806392
11380,0,0,0,6.66E-08,0,0,1,-0.4347814,1.400519,-0.04719114,-0.2242888,0.1052868,0.7021687,-0.6675093,-0.5374174,1.410515,-0.09876258,0.06213998,0.4803953,-0.05496084,0.8731201,-0.5771154,1.159024,-0.1129667,-0.3601688,0.3949431,-0.2672257,0.8018037,-0.6168681,0.9940486,0.1046997,-0.1173101,-0.04909715,-0.2698413,0.9544707,-0.3701025,1.584544,-0.0200249,0.01086292,-0.02228921,0.9966463,-0.07798577,-0.295843,1.395507,-0.03697134,0.04887993,-0.01980831,0.7352551,0.6757356,-0.1810509,1.40542,-0.04122937,0.004271903,-0.6211371,0.1746519,0.7639814,-0.1116484,1.165986,0.01243256,-0.5170512,-0.3086767,0.5990333,0.5277655,-0.02523494,1.235638,0.2651323,-0.6721774,-0.1003434,0.3283366,0.655976
11389.98,0,0,0,6.66E-08,0,0,1,-0.4358435,1.401701,-0.04896173,-0.2297219,0.1080934,0.6982591,-0.6693116,-0.5378872,1.411003,-0.1018219,0.04836363,0.4647902,-0.06221353,0.8819073,-0.5773337,1.15917,-0.1088265,-0.3816465,0.3684961,-0.2826939,0.7991499,-0.6244076,1.007684,0.1170321,-0.1438035,-0.08781862,-0.2747691,0.9466312,-0.3710968,1.585744,-0.02193478,0.01128299,-0.02264174,0.9966936,-0.07721516,-0.2969733,1.396614,-0.03788642,0.03905727,-0.02107143,0.7363057,0.6751925,-0.1821433,1.406685,-0.04038972,0.009996731,-0.6322618,0.186703,0.751856,-0.1073297,1.169513,0.01598031,-0.5331334,-0.3233975,0.6021776,0.4985636,-0.03677922,1.250573,0.2702005,-0.7066106,-0.108148,0.3044173,0.6295524
11400.02,0,0,0,6.66E-08,0,0,1,-0.4369602,1.402762,-0.05082049,-0.2322094,0.1104245,0.697152,-0.6692265,-0.5386325,1.411973,-0.1044072,0.03580174,0.452495,-0.06954667,0.8883298,-0.5784027,1.160093,-0.1045769,-0.4049819,0.3441174,-0.2982099,0.7928707,-0.6319909,1.023715,0.129315,-0.1761224,-0.1218411,-0.2791862,0.9360507,-0.372134,1.58683,-0.02391761,0.01139926,-0.02291315,0.996765,-0.07618805,-0.2981618,1.397618,-0.03890384,0.02863392,-0.02282271,0.7375076,0.6743454,-0.1833277,1.407935,-0.03947499,0.01683683,-0.6440243,0.1987031,0.7385569,-0.1029539,1.173215,0.01944784,-0.5486385,-0.3386543,0.603123,0.4696296,-0.04916441,1.264163,0.2744206,-0.7405777,-0.1179196,0.2758516,0.6012869
11410,0,0,0,6.66E-08,0,0,1,-0.4379179,1.40373,-0.05268714,-0.2339505,0.1130549,0.6964284,-0.6689346,-0.5392455,1.412895,-0.1069308,0.02452898,0.4432512,-0.07731094,0.8927206,-0.5799893,1.16125,-0.100621,-0.4293515,0.3224256,-0.3136624,0.7831445,-0.6391684,1.041315,0.1408109,-0.2144795,-0.1504821,-0.2827293,0.9227231,-0.3729961,1.587831,-0.02594002,0.01131661,-0.0227293,0.9968615,-0.07498474,-0.2991939,1.398536,-0.03995341,0.01815233,-0.02489792,0.7386773,0.6733549,-0.1843932,1.409137,-0.03853088,0.024281,-0.6559552,0.2101534,0.7245476,-0.09861514,1.176962,0.02280109,-0.5636107,-0.3541692,0.6019655,0.4410725,-0.06224051,1.276332,0.2777097,-0.7726862,-0.1306254,0.24357,0.5714607
11420.01,0,0,0,6.66E-08,0,0,1,-0.4387607,1.404609,-0.05447,-0.2350866,0.1159665,0.69591,-0.6685773,-0.5397636,1.413731,-0.1093232,0.01460569,0.4362127,-0.08585684,0.8956192,-0.5822295,1.162599,-0.09689341,-0.4546821,0.3037536,-0.3290129,0.7699018,-0.6458176,1.060471,0.1515061,-0.2589228,-0.1729601,-0.2854615,0.9063971,-0.3737339,1.588756,-0.02791124,0.01091385,-0.02213362,0.9969831,-0.07359419,-0.3001104,1.399384,-0.04097041,0.00845404,-0.02742514,0.739579,0.6724579,-0.1853734,1.410233,-0.03760407,0.03164716,-0.6675103,0.2206794,0.710443,-0.0946424,1.180581,0.02605539,-0.5778753,-0.3700274,0.5988795,0.4128964,-0.07618091,1.286893,0.2800882,-0.80167,-0.1465323,0.2086128,0.5406799
11429.99,0,0,0,6.66E-08,0,0,1,-0.4392595,1.405464,-0.05595783,-0.2358482,0.1191308,0.6955424,-0.6681352,-0.5399423,1.414551,-0.1114021,0.005763249,0.4302457,-0.09544881,0.8976331,-0.5849029,1.164214,-0.09309589,-0.4798999,0.2887165,-0.3439559,0.7536802,-0.6515165,1.080646,0.1613742,-0.3098038,-0.188809,-0.2875917,0.8863769,-0.3741091,1.589661,-0.02964925,0.01027413,-0.02092415,0.9971219,-0.07214489,-0.3006843,1.4002,-0.04172223,5.17E-06,-0.03028122,0.740216,0.6716869,-0.1860335,1.41125,-0.03655422,0.0389567,-0.6783262,0.2301294,0.6967041,-0.09078783,1.184033,0.02921625,-0.5970643,-0.3949127,0.5913786,0.3712545,-0.09975076,1.297863,0.2804898,-0.8268888,-0.1652007,0.1715164,0.5094566
11440,0,0,0,6.66E-08,0,0,1,-0.4396228,1.40622,-0.05720093,-0.23638,0.122434,0.6953064,-0.6675957,-0.539988,1.415288,-0.1132209,-0.002093162,0.4245136,-0.1059392,0.8992004,-0.5881178,1.166014,-0.08932419,-0.5048819,0.2771999,-0.358619,0.7346071,-0.6562845,1.101713,0.1702806,-0.3661017,-0.1972755,-0.2896171,0.8620755,-0.3743649,1.590473,-0.03113924,0.009449163,-0.01950547,0.9972597,-0.07073468,-0.3011086,1.400946,-0.04238727,-0.007305276,-0.03368383,0.7405348,0.6711338,-0.1865597,1.412117,-0.03550461,0.04661161,-0.6884663,0.238634,0.6832976,-0.08703446,1.187267,0.03204083,-0.6081947,-0.4126408,0.5843309,0.3440705,-0.114588,1.303928,0.2806509,-0.848214,-0.1858059,0.1324998,0.4779679
11449.98,0,0,0,6.66E-08,0,0,1,-0.4397759,1.407063,-0.05853366,-0.2370192,0.1256632,0.6951743,-0.6669064,-0.5398157,1.416159,-0.1151282,-0.009036775,0.4184688,-0.1173086,0.9005783,-0.5917665,1.168219,-0.08594111,-0.5291819,0.2690534,-0.3729523,0.7130805,-0.6599751,1.123577,0.1777455,-0.4260262,-0.1976818,-0.2923028,0.8330567,-0.3743512,1.59135,-0.03277135,0.00835768,-0.01810405,0.9974007,-0.06924306,-0.3013413,1.401718,-0.04301696,-0.01403284,-0.03738775,0.7404789,0.6708925,-0.1869065,1.412903,-0.0344619,0.05078676,-0.6933136,0.2427496,0.6766168,-0.08518264,1.189271,0.03384676,-0.6177105,-0.4315745,0.5757092,0.3173902,-0.1314757,1.306851,0.2792199,-0.8655897,-0.2077099,0.09206972,0.4462453
11460.02,0,0,0,6.66E-08,0,0,1,-0.4397296,1.407859,-0.05972775,-0.2383731,0.1283065,0.6951436,-0.6659516,-0.5394272,1.417093,-0.1169009,-0.0152628,0.4120967,-0.1293862,0.9017777,-0.5957252,1.17075,-0.08268775,-0.5524186,0.2640411,-0.3870578,0.6894223,-0.6625085,1.145898,0.183955,-0.4875776,-0.1898748,-0.296154,0.7990679,-0.3740288,1.592104,-0.03412234,0.007198669,-0.01726358,0.9975287,-0.06773003,-0.3013671,1.402335,-0.04364239,-0.02059347,-0.04115671,0.7399679,0.6710665,-0.1870561,1.413398,-0.03343285,0.06076325,-0.7039643,0.2514034,0.6614671,-0.08043081,1.192515,0.03632816,-0.6256296,-0.4517356,0.5654097,0.2912642,-0.1455315,1.309042,0.2779049,-0.8788165,-0.2306893,0.05131749,0.4145252
11470,0,0,0,6.66E-08,0,0,1,-0.4396504,1.408691,-0.06111263,-0.2396957,0.131228,0.6950119,-0.6650442,-0.5389817,1.418029,-0.1189031,-0.02106161,0.4055553,-0.1421795,0.9026996,-0.6000819,1.173565,-0.07979869,-0.5743639,0.261827,-0.4010239,0.663877,-0.6640288,1.168439,0.1886421,-0.5486706,-0.1744329,-0.3011838,0.7601464,-0.3737009,1.592921,-0.0357504,0.00604487,-0.01702214,0.9976447,-0.0661717,-0.301358,1.403043,-0.04447666,-0.02694516,-0.04475262,0.7392201,0.671435,-0.1871826,1.41392,-0.03267607,0.07130211,-0.7134601,0.25924,0.6470593,-0.07568955,1.195788,0.03812257,-0.6316815,-0.4731407,0.5536811,0.2656198,-0.1594865,1.30927,0.2753478,-0.8876976,-0.2548066,0.01155726,0.3833191
11480.01,0,0,0,6.66E-08,0,0,1,-0.4396456,1.409503,-0.06223953,-0.2413901,0.1341068,0.6948106,-0.6640669,-0.538578,1.418964,-0.1206906,-0.02635415,0.3992341,-0.1554463,0.9031913,-0.604815,1.176642,-0.0769001,-0.5950153,0.2620231,-0.4146909,0.6366575,-0.6644905,1.191,0.1921885,-0.6069232,-0.1522721,-0.3076856,0.7167897,-0.3734215,1.593698,-0.03705489,0.004921294,-0.01758015,0.9977469,-0.06456147,-0.3014084,1.403726,-0.04519376,-0.03071697,-0.04586931,0.7367713,0.6738849,-0.1872427,1.41382,-0.03262737,0.08308723,-0.723124,0.2667554,0.6316882,-0.07066292,1.198632,0.03898281,-0.636017,-0.4956283,0.5403032,0.2406403,-0.1728988,1.307069,0.2712869,-0.8929678,-0.2933619,-0.04437299,0.3384949
11489.99,0,0,0,6.66E-08,0,0,1,-0.4397403,1.410272,-0.06327906,-0.2433224,0.1369295,0.6945301,-0.6630784,-0.5382532,1.41986,-0.1224139,-0.03123731,0.3934686,-0.1692038,0.9030933,-0.6099166,1.179959,-0.07407209,-0.6144615,0.2643992,-0.4277722,0.6078994,-0.66378,1.213383,0.1945494,-0.6601371,-0.1245104,-0.3164869,0.6697406,-0.3732221,1.594422,-0.03829139,0.004110037,-0.01830655,0.9978345,-0.06304645,-0.3015456,1.404354,-0.04593938,-0.0362091,-0.04886005,0.7360795,0.674158,-0.1875241,1.414299,-0.03201693,0.09598658,-0.7328461,0.2739921,0.6153471,-0.06566331,1.202284,0.04026489,-0.6386985,-0.5190557,0.5250827,0.2166426,-0.1858698,1.303657,0.2670906,-0.8914925,-0.3205522,-0.07894874,0.3102492
11500,0,0,0,6.66E-08,0,0,1,-0.4399059,1.410971,-0.06414489,-0.2452181,0.1398235,0.694254,-0.6620643,-0.5379907,1.420684,-0.1239669,-0.0353687,0.3887779,-0.1833363,0.9022132,-0.6153365,1.183464,-0.07134074,-0.6326096,0.2690189,-0.4401959,0.5776347,-0.6617531,1.235334,0.1957379,-0.7069002,-0.09267146,-0.3279344,0.6198094,-0.3730737,1.595072,-0.03938029,0.003529679,-0.01864646,0.9979287,-0.06147244,-0.3017478,1.404905,-0.04656632,-0.04124559,-0.05150915,0.7354238,0.674387,-0.1878713,1.414716,-0.03141686,0.1096559,-0.7426482,0.2806176,0.5980831,-0.06074491,1.206009,0.04141978,-0.6398681,-0.5432776,0.5077164,0.1940173,-0.1982595,1.298307,0.2622065,-0.8864119,-0.3486003,-0.1114989,0.2834079
11510.01,0,0,0,6.66E-08,0,0,1,-0.440157,1.411614,-0.06486797,-0.246923,0.1426445,0.6940874,-0.6610028,-0.5378309,1.421467,-0.1253359,-0.03863969,0.3857582,-0.1978194,0.900314,-0.62106,1.187186,-0.06867512,-0.6411044,0.2722238,-0.4462266,0.5619263,-0.6631346,1.247979,0.1972382,-0.7466178,-0.05832405,-0.3411077,0.5681602,-0.3730133,1.595679,-0.04039273,0.003243454,-0.01829715,0.9980308,-0.05991122,-0.3020352,1.405406,-0.04705583,-0.04597259,-0.0536529,0.7347256,0.674675,-0.1882974,1.415076,-0.0308133,0.123786,-0.7523782,0.2865054,0.5801026,-0.05603629,1.209754,0.0425001,-0.6393291,-0.5683335,0.488216,0.1729182,-0.2100063,1.290951,0.2566875,-0.8780501,-0.3771439,-0.14205,0.2580944
11520.02,0,0,0,6.66E-08,0,0,1,-0.440542,1.412221,-0.06542047,-0.2482613,0.145312,0.694163,-0.6598399,-0.5378446,1.422251,-0.1264553,-0.04080888,0.3850825,-0.2125351,0.8971484,-0.6270747,1.191138,-0.06604254,-0.6567205,0.2804244,-0.4580956,0.5293667,-0.6592782,1.269043,0.1967687,-0.7793661,-0.02243826,-0.354405,0.516219,-0.3731069,1.596262,-0.04125304,0.003028916,-0.01762388,0.9981331,-0.05840076,-0.3024556,1.405889,-0.04737886,-0.05044901,-0.0554216,0.7338699,0.6751433,-0.1888476,1.415369,-0.03014573,0.1384103,-0.7620502,0.2912304,0.5615221,-0.0516541,1.213395,0.04340225,-0.63653,-0.5942119,0.4672088,0.1531597,-0.2209396,1.281541,0.2504637,-0.8666635,-0.4059842,-0.1704608,0.2345524
11530,0,0,0,6.66E-08,0,0,1,-0.4410471,1.412854,-0.06584524,-0.2492463,0.1478121,0.694634,-0.6584161,-0.5380166,1.423147,-0.1273644,-0.04178849,0.3871428,-0.2274461,0.8925483,-0.6332994,1.195422,-0.06343401,-0.6703998,0.2907344,-0.4696665,0.4954301,-0.6541529,1.289274,0.1952799,-0.8056909,0.01465117,-0.3665415,0.4650754,-0.3733508,1.596877,-0.04204625,0.002769444,-0.01667254,0.9982239,-0.05712721,-0.302994,1.406408,-0.04759054,-0.05479642,-0.05685965,0.7329665,0.675666,-0.189512,1.415688,-0.02944249,0.1536068,-0.7715935,0.2948289,0.5423326,-0.04751965,1.217053,0.04409035,-0.631092,-0.6207367,0.4453086,0.1345716,-0.2306821,1.270362,0.2435533,-0.8524722,-0.4351514,-0.196486,0.2129026
11540.01,0,0,0,6.66E-08,0,0,1,-0.4416754,1.413488,-0.06617386,-0.2498605,0.1500383,0.6955246,-0.6567375,-0.5383617,1.424138,-0.1280769,-0.04176061,0.3892316,-0.2349291,0.8896984,-0.6366704,1.198176,-0.06249226,-0.6824006,0.3025692,-0.4803476,0.4604866,-0.6447954,1.306591,0.191193,-0.8262109,0.05268117,-0.3769812,0.4153143,-0.3737377,1.597487,-0.04272528,0.002315408,-0.01570198,0.9983004,-0.05608236,-0.3036544,1.406922,-0.04771961,-0.05886148,-0.05843276,0.7321257,0.6761016,-0.1903046,1.416025,-0.02867775,0.1694929,-0.7811285,0.2972241,0.5222725,-0.04361483,1.22073,0.04458306,-0.6228406,-0.6476754,0.4228742,0.1173213,-0.2389051,1.257577,0.2361033,-0.8357874,-0.4648055,-0.2196985,0.1927394
11549.99,0,0,0,6.66E-08,0,0,1,-0.4424719,1.414091,-0.06645937,-0.2501069,0.1519823,0.6967813,-0.6548617,-0.5389264,1.425173,-0.1286474,-0.04072256,0.3954189,-0.2498274,0.8829339,-0.6432108,1.20285,-0.05992847,-0.6932032,0.3154015,-0.4892742,0.4249734,-0.6372992,1.324245,0.1878703,-0.8413572,0.09104292,-0.3859027,0.3672996,-0.3743405,1.598075,-0.04335369,0.001807464,-0.01456244,0.9983626,-0.05528961,-0.3044791,1.407426,-0.04783101,-0.0627009,-0.06019485,0.73149,0.6762896,-0.1912739,1.416422,-0.02789914,0.1860333,-0.7903795,0.2989292,0.5013316,-0.03985551,1.224644,0.04503236,-0.6117053,-0.6746538,0.4004749,0.1013858,-0.2452474,1.243723,0.2284066,-0.8169851,-0.4951018,-0.2396578,0.1731299
11560,0,0,0,6.66E-08,0,0,1,-0.4434334,1.414665,-0.06623106,-0.2497993,0.1535861,0.6982504,-0.6530378,-0.5397345,1.426184,-0.1285773,-0.03830422,0.4037926,-0.2646563,0.8748952,-0.6499353,1.207654,-0.05698364,-0.7030696,0.3290148,-0.4959714,0.3891727,-0.6287924,1.340296,0.1841286,-0.8514071,0.1288144,-0.3939747,0.3213986,-0.3751384,1.598636,-0.0433767,0.001248422,-0.01352847,0.9984204,-0.05451785,-0.3054644,1.407922,-0.04745501,-0.06615245,-0.06227783,0.7310862,0.6762092,-0.1924154,1.416883,-0.02664058,0.2029381,-0.7991295,0.2999582,0.4798267,-0.03630391,1.228774,0.04594777,-0.5977619,-0.7013779,0.3784164,0.08689665,-0.2495824,1.229059,0.2211281,-0.7963072,-0.5260283,-0.2563738,0.1531727
11570.01,0,0,0,6.66E-08,0,0,1,-0.4445822,1.415108,-0.06616376,-0.2451718,0.154645,0.7028512,-0.6495966,-0.5411226,1.427585,-0.1279532,-0.0344949,0.4138787,-0.2791669,0.8657831,-0.6571076,1.212939,-0.05379528,-0.7118446,0.3434255,-0.5006032,0.3531749,-0.6197561,1.354983,0.1798805,-0.8567367,0.1651479,-0.4019141,0.2778375,-0.3761715,1.599091,-0.043494,0.000772088,-0.0125083,0.99848,-0.05367735,-0.3066258,1.408343,-0.04730405,-0.06926983,-0.06442156,0.7309835,0.6758067,-0.1937396,1.417367,-0.02565003,0.2197776,-0.8066854,0.3007691,0.4587969,-0.03294548,1.233137,0.04666412,-0.5811289,-0.727708,0.3567109,0.07408089,-0.251795,1.21379,0.2137167,-0.7736714,-0.5573848,-0.2705149,0.1325782
11580.02,0,0,0,6.66E-08,0,0,1,-0.4454758,1.41546,-0.06563353,-0.244282,0.1552452,0.7047676,-0.6477101,-0.5419945,1.428459,-0.1273493,-0.03056664,0.4283925,-0.2971987,0.8527713,-0.6645721,1.218983,-0.04912279,-0.7192019,0.358694,-0.5035899,0.3169934,-0.6102888,1.368494,0.1764339,-0.8579692,0.1995343,-0.4100482,0.2365077,-0.3767656,1.599346,-0.0429892,0.000449804,-0.01163864,0.9985387,-0.05278034,-0.3074997,1.408489,-0.04699344,-0.07183431,-0.06648324,0.7313526,0.67494,-0.1947745,1.417721,-0.024601,0.2359217,-0.8126593,0.301417,0.4394024,-0.02944967,1.237441,0.04745407,-0.5618408,-0.7535416,0.3354644,0.0630444,-0.2514756,1.197808,0.2065441,-0.7487701,-0.5889592,-0.28291,0.111506
11590,0,0,0,6.66E-08,0,0,1,-0.4461979,1.415679,-0.06471998,-0.2431117,0.1553549,0.7067797,-0.6459289,-0.5427625,1.429201,-0.126251,-0.02454321,0.4400267,-0.3112493,0.8419609,-0.6709052,1.223916,-0.04586282,-0.7249731,0.37485,-0.5051098,0.2806524,-0.5991472,1.378874,0.1709662,-0.8558977,0.2318376,-0.4181458,0.197091,-0.3770685,1.599392,-0.04193584,0.000276182,-0.01081033,0.9985988,-0.05180372,-0.3081735,1.408384,-0.04656781,-0.07382674,-0.06814031,0.7322814,0.6735508,-0.1955971,1.417996,-0.02359486,0.25083,-0.8166146,0.3025228,0.422735,-0.025911,1.241758,0.04832008,-0.5398821,-0.7786389,0.3152376,0.05361182,-0.2486278,1.181505,0.1997886,-0.7213885,-0.6206464,-0.2938234,0.0898043
11600.01,0,0,0,6.66E-08,0,0,1,-0.4470253,1.415758,-0.06359278,-0.2416814,0.1549202,0.7088143,-0.6443387,-0.5437086,1.429784,-0.124824,-0.01766482,0.4517304,-0.3251847,0.8305917,-0.6773877,1.228874,-0.04242357,-0.7292138,0.3918078,-0.5050096,0.2443349,-0.5877868,1.38718,0.1651502,-0.8512403,0.2623398,-0.4257007,0.1592077,-0.3775685,1.599337,-0.0405399,0.000315785,-0.01011335,0.9986596,-0.05076467,-0.3089483,1.408233,-0.04594178,-0.07501203,-0.06921478,0.7338004,0.6716546,-0.196494,1.4184,-0.02261185,0.2639697,-0.8185645,0.3044994,0.4093319,-0.02272835,1.246223,0.0494006,-0.5153162,-0.8025704,0.2971222,0.04526271,-0.2435995,1.165538,0.1939062,-0.6917168,-0.6523176,-0.302664,0.06636948
11609.99,0,0,0,6.66E-08,0,0,1,-0.4478863,1.415733,-0.06218805,-0.2401002,0.1540503,0.7107599,-0.6429937,-0.5447428,1.430221,-0.1230368,-0.0102177,0.4631532,-0.3389468,0.8188407,-0.6838764,1.233866,-0.03870711,-0.7321363,0.4093267,-0.5030027,0.2083672,-0.576306,1.393413,0.1591549,-0.8444508,0.2914364,-0.4324614,0.1222497,-0.3781675,1.599212,-0.03879969,0.000595487,-0.009542296,0.9987213,-0.04964818,-0.3097505,1.408058,-0.04506902,-0.07550266,-0.06943261,0.7359121,0.6692623,-0.1973867,1.418958,-0.02163406,0.2751089,-0.8185524,0.3079076,0.39935,-0.01982853,1.250908,0.05087439,-0.4882439,-0.8249484,0.2822649,0.03748492,-0.2363202,1.150474,0.1895119,-0.660407,-0.6836495,-0.3081664,0.03899125
11620.03,0,0,0,6.66E-08,0,0,1,-0.4491665,1.415525,-0.06122584,-0.2384793,0.1526044,0.7124689,-0.6420498,-0.5462584,1.430395,-0.1216054,-0.002564623,0.4739939,-0.3524829,0.8068947,-0.690691,1.238763,-0.0353413,-0.7340809,0.4270962,-0.4987563,0.1730788,-0.5652769,1.397536,0.152378,-0.835712,0.3191519,-0.4386598,0.08546991,-0.3794307,1.599037,-0.03747502,0.00114704,-0.009105295,0.9987834,-0.04845392,-0.3109792,1.40796,-0.04447886,-0.07296642,-0.06728137,0.7370079,0.6685572,-0.1984893,1.419145,-0.02179525,0.2841901,-0.8170878,0.3125722,0.3923036,-0.01752555,1.255162,0.05159878,-0.4591529,-0.8451592,0.2720789,0.0292878,-0.2273343,1.136397,0.1859538,-0.6283451,-0.7139907,-0.3088324,0.004778941
11630,0,0,0,6.66E-08,0,0,1,-0.4504595,1.415081,-0.06009151,-0.2367031,0.1506314,0.7138916,-0.6415923,-0.547857,1.430224,-0.1199085,0.004768493,0.4841138,-0.3657271,0.7948931,-0.6972983,1.243452,-0.03154361,-0.7353917,0.4448845,-0.4919646,0.1387359,-0.5543792,1.399574,0.1455894,-0.8250539,0.3450693,-0.4448318,0.04835553,-0.380585,1.598538,-0.03573553,0.002063378,-0.008549637,0.9988471,-0.0471928,-0.312209,1.407496,-0.04388327,-0.07208449,-0.06697246,0.7397254,0.6656763,-0.1997727,1.419577,-0.02139403,0.2915668,-0.814731,0.3178162,0.3875498,-0.01580673,1.259446,0.05303423,-0.4288471,-0.8625997,0.2676515,0.01936136,-0.2171437,1.124507,0.1850608,-0.5962066,-0.7422432,-0.3035047,-0.03870319
11640.01,0,0,0,6.66E-08,0,0,1,-0.4517911,1.414416,-0.05863713,-0.234666,0.1480661,0.7150374,-0.6416622,-0.5495791,1.429715,-0.1177733,0.01144603,0.4938042,-0.3783019,0.7828885,-0.7035074,1.247769,-0.02707108,-0.7362559,0.4626265,-0.4824421,0.105612,-0.543615,1.399471,0.1390524,-0.8125346,0.3685992,-0.4514516,0.01068169,-0.3817147,1.597776,-0.03350432,0.003293021,-0.00782394,0.9989193,-0.04569883,-0.3134717,1.406767,-0.0430588,-0.07073981,-0.06680994,0.7424049,0.6628481,-0.201085,1.419719,-0.02080856,0.2975096,-0.8120481,0.3227316,0.3845914,-0.0145722,1.262979,0.05449487,-0.3977881,-0.8771436,0.2689553,0.006881237,-0.2061526,1.114255,0.1862291,-0.5640489,-0.7669495,-0.2917305,-0.09236255
